epoch,loss,mape,mse,val_loss,val_mape,val_mse
0,47.502418518066406,32.837791442871094,2768.53466796875,15.398643493652344,20.166519165039062,237.11822509765625
1,46.93939971923828,32.497581481933594,2701.48388671875,16.13335418701172,21.128719329833984,260.2851257324219
2,46.38529968261719,32.15321731567383,2637.99365234375,16.888710021972656,22.11795425415039,285.228515625
3,45.82872009277344,31.812015533447266,2574.543701171875,17.65772247314453,23.125076293945312,311.795166015625
4,45.260284423828125,31.4616756439209,2511.382568359375,18.426300048828125,24.131628036499023,339.5285339355469
5,44.7100944519043,31.137638092041016,2448.5166015625,19.160293579101562,25.09288787841797,367.1168518066406
6,44.16999816894531,30.803598403930664,2390.36865234375,19.942794799804688,26.117673873901367,397.7150573730469
7,43.61432647705078,30.48256492614746,2327.96142578125,20.70012664794922,27.1094970703125,428.4952392578125
8,43.0666389465332,30.15177345275879,2269.83203125,21.45233154296875,28.094608306884766,460.2025146484375
9,42.542789459228516,29.84767723083496,2213.112060546875,22.21013641357422,29.087051391601562,493.2901611328125
10,42.008079528808594,29.5340633392334,2157.75439453125,22.939788818359375,30.042627334594727,526.23388671875
11,41.48624801635742,29.225360870361328,2104.7001953125,23.69225311279297,31.028076171875,561.3228759765625
12,40.968868255615234,28.923559188842773,2051.679931640625,24.446304321289062,32.015602111816406,597.6217651367188
13,40.44290542602539,28.612468719482422,2000.121337890625,25.217620849609375,33.02574157714844,635.9284057617188
14,39.92192459106445,28.30826187133789,1947.88720703125,25.954544067382812,33.990840911865234,673.6383666992188
15,39.424949645996094,28.035049438476562,1898.6221923828125,26.66766357421875,34.92475891113281,711.164306640625
16,38.95647048950195,27.76447296142578,1853.4754638671875,27.38402557373047,35.86293029785156,749.8848266601562
17,38.5150146484375,27.522327423095703,1807.7420654296875,28.11394500732422,36.81885528564453,790.3939208984375
18,38.08640670776367,27.307907104492188,1762.9825439453125,28.836463928222656,37.76508712768555,831.5416259765625
19,37.66447067260742,27.1090030670166,1717.3975830078125,29.50940704345703,38.646392822265625,870.8051147460938
20,37.24427032470703,26.874954223632812,1678.050048828125,30.268722534179688,39.64081573486328,916.195556640625
21,36.80893325805664,26.651277542114258,1634.2435302734375,31.001541137695312,40.60053634643555,961.0955810546875
22,36.38066101074219,26.438514709472656,1592.4678955078125,31.745513916015625,41.574867248535156,1007.7776489257812
23,35.94924545288086,26.223417282104492,1551.30615234375,32.496543884277344,42.558433532714844,1056.025390625
24,35.527828216552734,26.017427444458008,1512.5438232421875,33.19335174560547,43.47099685668945,1101.798583984375
25,35.12601852416992,25.812833786010742,1476.00927734375,33.93418884277344,44.44121551513672,1151.5291748046875
26,34.71415710449219,25.622169494628906,1437.5264892578125,34.6544189453125,45.38445281982422,1200.9287109375
27,34.30537033081055,25.406984329223633,1403.0360107421875,35.41264343261719,46.37744903564453,1254.0552978515625
28,33.90072250366211,25.216007232666016,1367.3155517578125,36.11304473876953,47.29471206665039,1304.1519775390625
29,33.535911560058594,25.049131393432617,1335.185302734375,36.78375244140625,48.173091888427734,1353.04443359375
30,33.19237518310547,24.900745391845703,1304.2342529296875,37.496551513671875,49.10659408569336,1405.9913330078125
31,32.831626892089844,24.73249053955078,1273.5784912109375,38.23059844970703,50.06792449951172,1461.57861328125
32,32.480709075927734,24.59384536743164,1243.144287109375,38.88081359863281,50.91946792602539,1511.7176513671875
33,32.169437408447266,24.45110321044922,1216.6490478515625,39.580078125,51.835243225097656,1566.5826416015625
34,31.846023559570312,24.320148468017578,1189.5478515625,40.281898498535156,52.75436782836914,1622.63134765625
35,31.523157119750977,24.183937072753906,1163.6102294921875,40.968902587890625,53.65408706665039,1678.450927734375
36,31.225032806396484,24.087081909179688,1139.027587890625,41.61663055419922,54.50237274169922,1731.9439697265625
37,30.930435180664062,23.961645126342773,1114.03271484375,42.331451416015625,55.43852615356445,1791.9517822265625
38,30.629606246948242,23.85108184814453,1091.2801513671875,43.03404235839844,56.3586540222168,1851.9288330078125
39,30.322370529174805,23.71062660217285,1068.9609375,43.770118713378906,57.32264709472656,1915.8232421875
40,30.021282196044922,23.62725067138672,1046.4744873046875,44.40215301513672,58.15037536621094,1971.5511474609375
41,29.74800682067871,23.518367767333984,1026.85986328125,45.12733459472656,59.10009002685547,2036.476318359375
42,29.452749252319336,23.422805786132812,1007.306396484375,45.841346740722656,60.035186767578125,2101.428955078125
43,29.165340423583984,23.31268882751465,987.3161010742188,46.57659912109375,60.99809265136719,2169.379638671875
44,28.878084182739258,23.217010498046875,970.0814819335938,47.26447296142578,61.89895248413086,2233.930419921875
45,28.61554718017578,23.143531799316406,954.3507690429688,47.86798858642578,62.689334869384766,2291.34423828125
46,28.376741409301758,23.067623138427734,939.9336547851562,48.518043518066406,63.54066848754883,2354.00048828125
47,28.124670028686523,22.98531150817871,926.3802490234375,49.17558288574219,64.40180206298828,2418.238037109375
48,27.858840942382812,22.89254379272461,912.2588500976562,49.89685821533203,65.34640502929688,2489.696533203125
49,27.59710693359375,22.814998626708984,899.9920043945312,50.60284423828125,66.27098083496094,2560.64794921875
50,27.332365036010742,22.72696876525879,887.01123046875,51.33631134033203,67.23155212402344,2635.416748046875
51,27.06886863708496,22.655134201049805,875.76318359375,52.005340576171875,68.10773468017578,2704.555419921875
52,26.832849502563477,22.588518142700195,866.8408203125,52.69371032714844,69.00924682617188,2776.627197265625
53,26.585359573364258,22.507118225097656,858.05517578125,53.35899353027344,69.8805160522461,2847.18212890625
54,26.351009368896484,22.44185447692871,849.4321899414062,54.00099182128906,70.72129821777344,2916.107177734375
55,26.138742446899414,22.414581298828125,845.3079223632812,54.58564758300781,71.48697662353516,2979.593017578125
56,25.916162490844727,22.302431106567383,836.6788330078125,55.24951171875,72.35639953613281,3052.508544921875
57,25.692161560058594,22.26112937927246,832.1150512695312,55.85673522949219,73.1516342163086,3119.974853515625
58,25.47975730895996,22.213668823242188,829.2301025390625,56.48284912109375,73.97161102294922,3190.312255859375
59,25.264286041259766,22.151744842529297,825.5715942382812,57.14662170410156,74.84091186523438,3265.736328125
60,25.041118621826172,22.087167739868164,821.71728515625,57.842559814453125,75.75232696533203,3345.76171875
61,24.824722290039062,22.051830291748047,821.74072265625,58.4766845703125,76.58279418945312,3419.522705078125
62,24.606372833251953,21.98848533630371,820.0160522460938,59.146331787109375,77.45978546142578,3498.28857421875
63,24.39286231994629,21.941431045532227,820.4179077148438,59.82020568847656,78.34231567382812,3578.45703125
64,24.180492401123047,21.89316749572754,821.19580078125,60.48295593261719,79.21026611328125,3658.18798828125
65,23.97270393371582,21.85628318786621,824.0174560546875,61.11846923828125,80.04255676269531,3735.46728515625
66,23.778764724731445,21.807065963745117,825.5208740234375,61.7742919921875,80.90144348144531,3816.063232421875
67,23.575397491455078,21.761104583740234,828.310791015625,62.49549865722656,81.84595489501953,3905.687255859375
68,23.38429832458496,21.747081756591797,834.854248046875,63.07774353027344,82.60848236083984,3978.8017578125
69,23.203510284423828,21.69293212890625,837.105224609375,63.692047119140625,83.41299438476562,4056.6767578125
70,23.023237228393555,21.66846466064453,844.1704711914062,64.37408447265625,84.30620574951172,4144.02294921875
71,22.84609603881836,21.633243560791016,849.7630004882812,65.00172424316406,85.12818145751953,4225.22412109375
72,22.661815643310547,21.60003089904785,856.478271484375,65.67674255371094,86.01220703125,4313.4345703125
73,22.49456214904785,21.587085723876953,865.9931030273438,66.30827331542969,86.83927917480469,4396.787109375
74,22.332792282104492,21.578838348388672,876.6340942382812,66.89054870605469,87.60183715820312,4474.345703125
75,22.202564239501953,21.56620216369629,884.0458984375,67.42280578613281,88.29890441894531,4545.8349609375
