epoch,loss,mape,mse,val_loss,val_mape,val_mse
0,0.045254528522491455,0.028924530372023582,0.0038089300505816936,0.0949859619140625,0.05632803216576576,0.009022332727909088
1,0.07476667314767838,0.04776574298739433,0.007022320292890072,0.066558837890625,0.03947034105658531,0.004430078901350498
2,0.05464986711740494,0.034878820180892944,0.004095055162906647,0.1291351318359375,0.07657897472381592,0.016675882041454315
3,0.06551484763622284,0.04182704538106918,0.006262002978473902,0.1254730224609375,0.07440729439258575,0.015743479132652283
4,0.07903851568698883,0.049684811383485794,0.04664174094796181,0.090850830078125,0.053875841200351715,0.008253873325884342
5,0.06887698918581009,0.0440792441368103,0.0061684646643698215,0.135040283203125,0.08008081465959549,0.01823587715625763
6,0.06230493634939194,0.03972184658050537,0.0049687041901052,0.0994873046875,0.058997392654418945,0.00989772379398346
7,0.06403670459985733,0.04070783406496048,0.005919541697949171,0.109649658203125,0.06502380967140198,0.012023047544062138
8,0.05478111654520035,0.035017143934965134,0.004232548642903566,0.06341552734375,0.037606313824653625,0.004021529108285904
9,0.05893062800168991,0.03784674033522606,0.0047754584811627865,0.0586090087890625,0.03475597873330116,0.0034350159112364054
10,0.06695041060447693,0.042959898710250854,0.005792240612208843,0.0660858154296875,0.03918983414769173,0.004367334768176079
11,0.0622912235558033,0.039498716592788696,0.005499763414263725,0.0925445556640625,0.05488024279475212,0.008564494550228119
12,0.05855725333094597,0.03715496510267258,0.004781388211995363,0.116302490234375,0.06896903365850449,0.013526269234716892
13,0.05870623141527176,0.03767102584242821,0.004559591878205538,0.078948974609375,0.04681786894798279,0.0062329405918717384
14,0.06070997938513756,0.039039600640535355,0.004814347717911005,0.12677001953125,0.0751764327287674,0.016070637851953506
15,0.06468912214040756,0.041245948523283005,0.007647187449038029,0.0833282470703125,0.04941483959555626,0.0069435965269804
16,0.06197047978639603,0.0397874191403389,0.004963474813848734,0.0431060791015625,0.02556251920759678,0.0018581340555101633
17,0.0638863816857338,0.04082273319363594,0.005684269592165947,0.0331573486328125,0.019662780687212944,0.001099409768357873
18,0.05925740301609039,0.03798679634928703,0.004716488067060709,0.1203155517578125,0.07134883850812912,0.014475831761956215
19,0.059028882533311844,0.039160434156656265,0.010427279397845268,0.0908050537109375,0.053848691284656525,0.0082455575466156
20,0.06430027633905411,0.0413229875266552,0.006058351136744022,0.15704345703125,0.09312900900840759,0.024662647396326065
21,0.06248664855957031,0.04009424149990082,0.004933607764542103,0.0829925537109375,0.04921577125787735,0.006887763738632202
22,0.059869199991226196,0.038208626210689545,0.0048324549570679665,0.0713958740234375,0.042338769882917404,0.005097370594739914
23,0.0716085210442543,0.04581373557448387,0.006438452284783125,0.091461181640625,0.054237786680459976,0.0083651477470994
24,0.06502430140972137,0.041263043880462646,0.007463134825229645,0.0605926513671875,0.035932306200265884,0.003671469399705529
25,0.055819071829319,0.03618153557181358,0.004305979702621698,0.0800323486328125,0.04746032506227493,0.006405176594853401
26,0.06328268349170685,0.04051193594932556,0.004944348707795143,0.0968475341796875,0.05743196979165077,0.009379444643855095
27,0.04097072407603264,0.026373740285634995,0.0026387684047222137,0.0807037353515625,0.04785846546292305,0.006513092666864395
28,0.06611576676368713,0.04221757873892784,0.00586862163618207,0.06646728515625,0.03941604867577553,0.004417899996042252
29,0.08661337196826935,0.05512106046080589,0.04647156223654747,0.0619049072265625,0.03671049326658249,0.00383221753872931
30,0.05636008828878403,0.03590694069862366,0.004842549096792936,0.06536865234375,0.03876454383134842,0.004273060709238052
31,0.0674310103058815,0.04337413236498833,0.005870252847671509,0.0859375,0.050962164998054504,0.00738525390625
32,0.05524357035756111,0.035354141145944595,0.004293144214898348,0.04400634765625,0.026096392422914505,0.0019365586340427399
33,0.060706473886966705,0.038673579692840576,0.005183578003197908,0.05670166015625,0.03362489491701126,0.0032150782644748688
34,0.0636373981833458,0.04612039774656296,0.05854662135243416,0.013153076171875,0.007799962069839239,0.0001730034127831459
35,0.06925856322050095,0.04439695179462433,0.006275893189013004,0.1045684814453125,0.06201060116291046,0.010934567078948021
36,0.06651043146848679,0.04233408719301224,0.006181151606142521,0.0252685546875,0.01498461328446865,0.0006384998559951782
37,0.06593719869852066,0.04229310527443886,0.005728264804929495,0.00994873046875,0.0058997394517064095,9.89772379398346e-05
38,0.052997950464487076,0.03438500314950943,0.004301179200410843,0.06280517578125,0.037244368344545364,0.0039444901049137115
39,0.06718568503856659,0.04308051988482475,0.005707591772079468,0.1131591796875,0.0671050101518631,0.012804999947547913
40,0.05653783306479454,0.036119282245635986,0.004673852119594812,0.087738037109375,0.05202990770339966,0.007697963155806065
41,0.06586136668920517,0.041749682277441025,0.0057445731945335865,0.055084228515625,0.03266573324799538,0.0030342722311615944
42,0.05674387887120247,0.035888008773326874,0.004572974517941475,0.0917510986328125,0.054409708827733994,0.008418263867497444
43,0.0681246668100357,0.043897807598114014,0.0063305869698524475,0.0796966552734375,0.047261252999305725,0.00635155662894249
44,0.061411213129758835,0.03938818722963333,0.005138667766004801,0.0207977294921875,0.012333350256085396,0.0004325455520302057
45,0.053534481674432755,0.034301891922950745,0.004470239393413067,0.1307373046875,0.07752908766269684,0.01709224283695221
46,0.0607868917286396,0.03927359730005264,0.004866038449108601,0.141693115234375,0.084026038646698,0.020076937973499298
47,0.057672448456287384,0.03683725744485855,0.0046455529518425465,0.1124725341796875,0.06669782102108002,0.01265007071197033
48,0.06359363347291946,0.04071100801229477,0.005431139841675758,0.099029541015625,0.058725930750370026,0.009806849993765354
49,0.08691401034593582,0.0610065832734108,0.06640324741601944,0.0896453857421875,0.05316099151968956,0.00803629495203495
50,0.064936563372612,0.04155119135975838,0.00736561743542552,0.12103271484375,0.07177412509918213,0.014648918062448502
51,0.058053456246852875,0.0372728668153286,0.004850518889725208,0.111480712890625,0.06610965728759766,0.012427949346601963
52,0.05916069820523262,0.03800187632441521,0.005109347403049469,0.2017059326171875,0.11961449682712555,0.04068528488278389
53,0.07641632854938507,0.04983201622962952,0.03496459126472473,0.00762939453125,0.00452433992177248,5.820766091346741e-05
54,0.06553979963064194,0.04189680889248848,0.0055502778850495815,0.0832672119140625,0.0493786484003067,0.006933428347110748
55,0.05840301513671875,0.03745392709970474,0.004830310586839914,0.1111907958984375,0.06593772768974304,0.012363392859697342
56,0.0676952600479126,0.04352586716413498,0.0061655775643885136,0.02435302734375,0.01444169320166111,0.0005930699408054352
