epoch,loss,mape,mse,val_loss,val_mape,val_mse
0,0.07271590083837509,0.0973878726363182,0.006627632305026054,1.1414031982421875,1.4965100288391113,1.302801251411438
1,0.06917858868837357,0.0914594903588295,0.01215174701064825,0.9747543334960938,1.2780143022537231,0.9501460194587708
2,0.08207544684410095,0.11027247458696365,0.12094289809465408,0.68267822265625,0.8950691819190979,0.46604955196380615
3,0.05295952782034874,0.07156102359294891,0.004269809927791357,0.8235244750976562,1.0797346830368042,0.6781925559043884
4,0.05848926305770874,0.07776599377393723,0.0075137983076274395,0.7345046997070312,0.963019609451294,0.5394971370697021
5,0.05477578192949295,0.07399977743625641,0.004066155757755041,0.7164764404296875,0.9393824338912964,0.5133385062217712
6,0.0656445175409317,0.08878269791603088,0.009978220798075199,0.6938705444335938,0.9097435474395752,0.48145633935928345
7,0.051775310188531876,0.07008489221334457,0.004184887278825045,0.7945480346679688,1.041743278503418,0.6313065886497498
8,0.06044852361083031,0.0800427570939064,0.006499475333839655,0.8336563110351562,1.093018651008606,0.6949828267097473
9,0.07532704621553421,0.10054189711809158,0.020649930462241173,0.4580230712890625,0.6005205512046814,0.20978513360023499
10,0.06439579278230667,0.08574923127889633,0.013989397324621677,0.439727783203125,0.5765333771705627,0.19336052238941193
11,0.05093429610133171,0.0679488480091095,0.005446311552077532,0.8379135131835938,1.0986002683639526,0.702099084854126
12,0.08103133738040924,0.10808637738227844,0.02525819092988968,0.6141510009765625,0.8052221536636353,0.37718144059181213
13,0.06415247917175293,0.085573211312294,0.009371673688292503,0.9547576904296875,1.2517964839935303,0.9115622639656067
14,0.05023738369345665,0.06675431877374649,0.003805747954174876,0.9588775634765625,1.2571979761123657,0.9194461703300476
15,0.058593492954969406,0.07785900682210922,0.009997009299695492,0.7770156860351562,1.01875638961792,0.603753387928009
16,0.05630211904644966,0.07490850239992142,0.013997654430568218,0.5379638671875,0.7053321003913879,0.28940510749816895
17,0.06487555056810379,0.0853387787938118,0.0298210047185421,0.7610015869140625,0.9977600574493408,0.5791234374046326
18,0.06435634940862656,0.08637988567352295,0.00694809015840292,0.722991943359375,0.9479250907897949,0.5227173566818237
19,0.07434374839067459,0.0977792739868164,0.03721071407198906,0.8563613891601562,1.122787594795227,0.7333548069000244
20,0.056670740246772766,0.07545943558216095,0.0042214347049593925,0.9130783081054688,1.1971499919891357,0.8337119817733765
21,0.06462914496660233,0.08630890399217606,0.008838866837322712,0.2696075439453125,0.3534862995147705,0.07268822938203812
